GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20
Gene_11	-11.8937	-12.1407	-11.5682	-12.0976	-12.0948	-11.813	-12.1185	-11.7784	-11.7896	-12.1825	-12.4894	-12.0669	-11.7556	-11.9625	-11.6573	-11.4545	-11.5706	-12.2194	-11.6363	-11.305
Gene_12	-15.0977	-14.7487	-14.9188	-15.0117	-15.2985	-14.9256	-14.8914	-15.1845	-15.023	-15.1311	-15.0528	-15.1712	-15.0458	-15.0856	-15.016	-14.9186	-15.0451	-14.7807	-14.8048	-14.9432
Gene_13	-12.5668	-12.9814	-12.6144	-13.2742	-12.4324	-13.1004	-13.0077	-12.654	-13.0744	-12.9366	-12.8199	-13.1161	-12.8188	-12.5524	-12.7605	-12.6903	-12.4082	-12.8177	-12.91	-12.8257
Gene_14	-15.757	-15.74	-15.5744	-15.849	-15.4935	-15.4205	-15.6436	-15.8944	-15.7023	-15.4846	-15.7644	-15.7743	-15.4411	-15.9429	-15.6597	-15.9539	-15.8971	-15.8569	-15.4727	-15.3225
Gene_15	-16.0524	-16.437	-15.9732	-15.7189	-16.0586	-16.3689	-16.483	-16.4639	-15.9446	-15.7075	-15.9633	-16.3247	-15.8831	-16.0824	-16.2756	-16.2011	-15.6678	-16.1569	-16.071	-15.2223
Gene_16	-10.1652	-10.8752	-10.3139	-10.5975	-10.7628	-10.6145	-10.6125	-10.4221	-10.6819	-10.5176	-10.4356	-10.2425	-10.5366	-10.9122	-10.5714	-10.2469	-10.5181	-10.1983	-10.0411	-10.3068
Gene_17	-12.8907	-12.5675	-12.6099	-12.9687	-12.8342	-12.9463	-12.7656	-12.965	-13.0176	-12.944	-12.8777	-12.9098	-12.6611	-13.1562	-12.6592	-12.3596	-12.733	-12.8968	-12.5364	-12.4615
Gene_18	-7.55899	-7.37322	-7.36307	-7.49478	-7.17077	-7.20681	-7.34042	-7.32514	-7.63261	-7.47587	-7.4809	-7.52587	-7.31282	-7.97728	-7.4773	-7.28112	-7.41618	-7.81804	-7.28842	-6.87081
Gene_19	-5.56402	-5.33438	-5.53518	-5.57929	-5.62112	-5.15296	-5.87147	-5.86209	-5.76874	-5.72783	-5.60832	-5.57712	-5.30367	-5.98142	-5.5508	-5.45041	-5.19774	-5.39342	-5.99208	-5.23523
Gene_20	-11.351	-11.3858	-11.1389	-11.2304	-11.3613	-11.5148	-11.2332	-11.2046	-11.2503	-11.5592	-11.4821	-10.8093	-11.2123	-11.4351	-11.2516	-11.2542	-11.3342	-11.6093	-11.4771	-10.9084
Gene_21	-12.205	-12.3903	-12.3635	-12.3284	-12.1723	-11.7619	-12.3653	-11.9958	-12.4976	-12.3941	-12.5635	-12.4118	-12.2375	-12.7979	-12.0726	-12.3422	-12.4465	-12.2762	-12.273	-12.1301
Gene_22	-8.18629	-8.16984	-7.9285	-8.3661	-8.44103	-8.27176	-8.35165	-8.11667	-8.37708	-7.7626	-8.2163	-8.36817	-8.43122	-8.52464	-8.0265	-8.14693	-8.75378	-8.33616	-7.83827	-8.04878
Gene_23	-17.3313	-18.7071	-18.7159	-18.7302	-18.7061	-18.6762	-18.6614	-18.7198	-18.0228	-18.7265	-18.7499	-18.657	-18.1233	-18.6696	-18.6366	-18.1715	-18.6841	-18.8274	-18.3358	-18.684
Gene_24	-17.1582	-17.288	-16.7704	-17.318	-16.5918	-16.6932	-16.8427	-16.9444	-17.1745	-17.3132	-17.1643	-17.2218	-16.7097	-17.0438	-16.9919	-16.9375	-16.3884	-17.2743	-17.2754	-16.8828
Gene_25	-13.8064	-13.9342	-13.5479	-13.8756	-13.5225	-13.7217	-13.7161	-13.4444	-13.9044	-13.3284	-13.9113	-13.8199	-13.5998	-13.8922	-13.4856	-13.8403	-13.9273	-13.8704	-13.6523	-13.631
Gene_26	-12.6235	-12.1868	-12.1444	-12.223	-12.1647	-12.2013	-12.1195	-12.3419	-12.066	-12.2948	-12.35	-11.9882	-12.2293	-12.2581	-12.0758	-12.2588	-12.1251	-12.2558	-12.1794	-11.8041
Gene_27	-12.7737	-12.5464	-12.5767	-12.5651	-12.6875	-12.85	-12.9295	-12.9278	-13.1626	-12.3928	-13.0433	-12.8598	-12.9335	-12.7752	-12.9204	-12.5891	-13.2436	-12.8575	-12.5315	-12.9621
Gene_28	-12.7289	-12.6382	-12.9579	-12.9709	-12.5065	-13.0265	-12.9356	-12.8415	-13.0392	-12.6245	-13.1701	-12.6602	-12.6099	-12.7707	-12.6866	-12.7307	-12.8016	-12.3808	-13.0681	-12.4218
Gene_29	-10.9466	-11.0498	-10.6718	-11.0389	-10.7754	-10.6955	-11.1889	-11.0666	-11.1722	-11.0129	-11.3642	-10.6155	-10.5141	-10.6855	-10.7927	-11.1387	-10.644	-11.0608	-10.7896	-11.0664
Gene_30	-12.7784	-12.9101	-12.6451	-13.0033	-13.0034	-12.954	-12.9406	-13.3579	-12.847	-12.8645	-13.7781	-12.9916	-12.8799	-13.3783	-13.1696	-12.8374	-13.3105	-12.9553	-12.8901	-12.5339
Gene_31	-11.255	-11.4	-11.165	-11.4708	-11.4721	-11.5451	-11.2919	-10.8383	-11.6807	-12.0274	-11.7774	-11.2003	-11.5495	-11.2416	-11.5426	-11.2595	-11.5654	-11.1351	-11.531	-11.1278
Gene_32	-12.5385	-12.1007	-12.4492	-12.2812	-12.2428	-12.6367	-12.1707	-12.678	-12.1029	-12.5575	-12.5465	-12.4253	-12.3042	-12.3511	-12.2726	-11.9456	-12.5856	-12.4868	-12.0312	-12.1441
Gene_33	-14.7981	-14.7982	-14.7982	-14.7984	-14.7984	-14.7985	-14.7982	-14.7984	-14.7983	-14.7982	-14.7985	-14.7985	-14.7981	-14.7984	-14.7983	-14.7983	-14.7984	-14.7983	-14.7984	-14.7983
Gene_34	-15.6455	-15.8127	-15.691	-15.868	-15.5209	-15.7484	-15.7335	-15.6001	-15.6586	-15.6393	-15.6049	-15.5929	-15.6899	-15.6071	-15.7086	-15.6909	-15.5906	-15.7246	-15.8123	-15.7563
Gene_35	-15.9471	-15.9304	-16.0343	-15.9585	-15.8829	-16.0876	-16.1225	-15.9921	-15.927	-16.0463	-16.1186	-15.9673	-15.8553	-15.8843	-15.9438	-15.8497	-15.95	-16.0745	-15.6474	-15.8547
Gene_36	-11.948	-11.7987	-11.6243	-12.078	-11.1831	-11.8841	-12.0344	-11.6186	-11.9424	-11.8757	-12.0807	-11.6065	-11.8398	-12.1339	-11.7956	-11.5132	-11.8417	-11.7995	-12.122	-11.7377
Gene_37	-13.6148	-13.603	-13.9241	-13.3588	-13.5324	-13.838	-13.8913	-13.8016	-14.0602	-13.5171	-13.8347	-13.7203	-13.6619	-13.9567	-13.6595	-13.3312	-13.6022	-13.6026	-12.8492	-13.6207
Gene_38	-7.31053	-7.63143	-7.69796	-7.56026	-7.29097	-7.73763	-7.83075	-7.2323	-7.37658	-7.88375	-7.74906	-7.46656	-7.64828	-7.51994	-7.04961	-7.16691	-7.41986	-7.99346	-7.38857	-7.24098
Gene_39	-12.5006	-12.5116	-12.6431	-12.7699	-12.8363	-12.5606	-12.9682	-12.7186	-12.6719	-12.6409	-12.7046	-12.4294	-12.6527	-12.6236	-12.6021	-12.3879	-12.3008	-12.6542	-12.5439	-12.3057
Gene_40	-7.27758	-7.32277	-6.60919	-7.70185	-7.35368	-6.79411	-7.35824	-7.62189	-7.45829	-7.80171	-7.197	-7.65413	-7.06437	-7.34429	-7.70139	-7.20195	-7.0426	-7.19412	-7.4772	-7.09005
Gene_41	-16.0027	-16.4455	-16.4626	-16.4903	-16.5714	-16.3833	-16.6291	-16.596	-16.7134	-16.7379	-16.4114	-16.4797	-15.8235	-16.7881	-16.2989	-16.4624	-16.531	-16.7772	-16.8955	-16.3992
Gene_42	-12.6521	-12.7308	-12.5826	-13.071	-12.4343	-12.502	-13.1334	-12.916	-13.4207	-13.1147	-13.1038	-12.9118	-12.1192	-12.9883	-12.5971	-12.2772	-12.9288	-12.7118	-12.6245	-12.6897
Gene_43	-16.7306	-16.7833	-16.6835	-16.745	-16.7828	-16.7112	-16.7022	-16.791	-16.7341	-16.7426	-16.6047	-16.7539	-16.7699	-16.7072	-16.7975	-16.6314	-16.7697	-16.4737	-16.8585	-16.7696
Gene_44	-13.106	-13.2151	-12.9934	-13.3537	-13.3611	-13.6345	-13.5638	-13.3327	-13.3917	-12.9357	-13.6536	-13.4129	-13.6172	-13.0769	-12.9109	-13.101	-13.2566	-13.0596	-13.3814	-13.3117
Gene_45	-10.1461	-10.5499	-10.3428	-9.87528	-10.1992	-10.3678	-10.2777	-10.3042	-10.5507	-9.91864	-10.3822	-10.2609	-9.73861	-10.274	-10.1511	-10.4634	-10.1713	-10.0711	-10.3812	-9.63294
Gene_46	-13.503	-13.7572	-13.2719	-13.9212	-13.9261	-14.0778	-13.4042	-13.6472	-13.9594	-14.2664	-13.9422	-13.8104	-13.5677	-13.8241	-13.9716	-13.1853	-13.6252	-14.3218	-13.8482	-14.0278
Gene_47	-13.4548	-13.187	-13.8456	-13.7181	-13.2402	-13.5926	-13.4707	-13.5162	-13.6831	-13.5572	-13.7767	-13.3979	-13.5612	-13.693	-13.7548	-13.3306	-13.4328	-13.9384	-13.4164	-13.3024
Gene_48	-11.7299	-11.415	-11.1904	-11.3935	-10.6682	-11.7126	-11.8684	-11.0822	-11.7058	-11.3009	-11.5152	-11.6145	-11.1721	-11.4791	-11.3689	-11.3884	-10.9604	-11.4931	-11.337	-10.6208
Gene_49	-7.30956	-6.96561	-7.13139	-7.10939	-6.63856	-6.95536	-7.05211	-6.87923	-7.24	-6.52657	-7.05706	-6.84764	-6.57263	-6.95308	-6.49252	-6.94172	-6.78322	-6.90164	-6.92078	-6.67531
Gene_50	-15.5028	-15.0865	-15.29	-15.4094	-15.2418	-15.3615	-15.3034	-15.0503	-15.3899	-15.3072	-15.3445	-15.0894	-15.3741	-15.2474	-15.2636	-15.2262	-15.3735	-15.1912	-15.3245	-15.2375
Gene_51	-15.6583	-15.3988	-15.4235	-16.0295	-15.4613	-15.8329	-15.6326	-15.7761	-15.1992	-15.5163	-15.844	-15.7884	-15.204	-15.5	-15.6511	-15.6935	-15.468	-15.2654	-15.4471	-15.1414
Gene_52	-14.0128	-14.4308	-14.2507	-14.6174	-14.4849	-14.2379	-14.4593	-14.3138	-14.661	-14.1936	-14.3408	-14.4779	-14.5051	-14.6594	-14.5893	-14.0027	-14.2952	-14.3136	-14.5704	-14.2124
Gene_53	-12.9448	-12.6163	-12.9703	-12.792	-12.9545	-12.7891	-13.1115	-12.6721	-12.9089	-12.9741	-13.0864	-12.7294	-12.9645	-13.0224	-13.1396	-13.06	-12.7389	-12.8655	-12.8488	-13.075
Gene_54	-14.7744	-14.6083	-14.7267	-14.773	-14.6881	-14.6524	-14.8988	-14.817	-14.8596	-14.7257	-14.8679	-14.7051	-14.755	-14.7508	-14.9079	-14.6855	-14.8889	-15.0114	-14.7608	-14.7985
Gene_55	-11.722	-11.4859	-11.8313	-11.9621	-11.3535	-11.7101	-11.7929	-11.9625	-11.9279	-11.954	-11.676	-11.3941	-11.8395	-11.7404	-11.6169	-11.1859	-11.4856	-11.5964	-11.6246	-11.4418
Gene_56	-10.5766	-10.2461	-10.2356	-10.4606	-10.056	-10.4187	-10.5551	-10.6953	-9.95576	-10.3407	-10.5749	-10.5518	-10.2825	-10.3406	-10.3734	-10.0311	-10.2262	-10.5258	-9.90053	-10.2925
Gene_57	-16.216	-16.2139	-16.2111	-16.2162	-16.2108	-16.2145	-16.2172	-16.2143	-16.2146	-16.2161	-16.2076	-16.214	-16.2163	-16.2144	-16.2135	-16.2111	-16.2132	-16.2088	-16.2134	-16.2071
Gene_58	-7.64739	-7.49833	-7.47581	-7.87752	-8.05248	-7.91203	-7.72173	-7.73933	-7.69544	-7.66503	-7.72724	-7.93483	-7.41166	-8.02013	-7.86664	-7.76605	-7.60716	-7.83809	-7.36437	-7.5659
Gene_59	-16.7901	-16.4416	-16.7181	-16.8245	-16.6166	-16.7688	-16.8511	-16.9067	-16.8138	-16.4679	-16.7558	-16.847	-16.6832	-16.5728	-16.728	-16.718	-16.6828	-16.3083	-16.7596	-16.6827
Gene_60	-11.3595	-11.4731	-11.2857	-11.7603	-11.3006	-11.2472	-11.1938	-11.4068	-11.6509	-11.2128	-11.7464	-11.6971	-11.5708	-11.6143	-11.6162	-11.3694	-11.4578	-11.5509	-11.3378	-11.0924
Gene_61	-11.9628	-12.1301	-11.9852	-12.3029	-12.0525	-11.8782	-11.9744	-12.305	-12.434	-12.2532	-12.3617	-12.0404	-12.1505	-12.6573	-11.7896	-11.9062	-12.1136	-12.0469	-12.1696	-11.907
Gene_62	-7.02423	-7.18531	-6.8134	-7.01848	-7.06556	-7.00602	-6.73362	-7.2155	-7.14042	-6.74978	-6.92381	-7.36002	-6.58841	-7.16981	-7.15492	-6.77587	-7.05085	-7.49639	-7.02984	-6.82652
Gene_63	-14.4394	-14.7291	-14.2431	-14.4012	-14.4457	-14.5095	-14.548	-14.4584	-14.419	-14.2726	-14.3352	-14.6161	-14.2779	-14.6196	-14.3796	-14.3844	-14.343	-14.5231	-14.2124	-14.5048
Gene_64	-12.4829	-11.8902	-12.4515	-12.7095	-12.3792	-12.7356	-13.019	-12.3001	-12.7354	-12.7482	-12.7203	-12.6918	-12.6926	-12.9111	-12.7955	-12.4744	-12.8254	-12.6235	-12.5143	-12.4677
Gene_65	-11.0935	-11.5585	-10.9725	-11.2801	-11.2619	-11.4599	-11.5661	-11.2464	-11.0472	-11.3555	-11.7101	-11.1036	-11.3997	-11.0584	-11.118	-11.0884	-10.7294	-11.606	-11.4161	-11.2325
Gene_66	-10.1643	-10.1259	-10.4864	-10.024	-10.2856	-10.4404	-10.5027	-10.3893	-10.264	-10.4628	-10.325	-9.99459	-9.92912	-10.1536	-9.94549	-10.0611	-10.0729	-10.317	-10.0369	-9.83431
Gene_67	-13.5187	-13.4393	-13.2558	-13.459	-13.4283	-13.4719	-13.4217	-13.3992	-13.4844	-13.3314	-13.3949	-13.343	-13.2996	-13.4826	-13.2614	-13.4044	-13.2902	-13.215	-13.3232	-13.2982
Gene_68	-7.79603	-7.38123	-7.1877	-7.77214	-7.23365	-7.5436	-7.82087	-6.83338	-7.55359	-7.68185	-7.947	-7.20123	-7.67312	-7.74589	-7.71013	-7.08133	-7.64538	-7.66362	-7.31879	-7.1337
Gene_69	-16.6917	-16.5404	-16.4089	-16.4943	-16.5394	-16.8098	-16.5683	-16.6973	-16.7671	-16.7764	-16.7966	-16.5641	-16.7403	-16.6516	-16.7785	-16.7671	-16.6647	-16.6638	-16.8649	-16.6646
Gene_70	-15.3318	-15.7078	-15.5322	-15.7587	-15.3263	-15.7089	-15.1946	-15.3637	-15.7432	-15.4977	-15.6743	-15.517	-15.7276	-15.694	-15.2478	-15.5952	-15.3867	-15.7288	-15.482	-14.9324
Gene_71	-12.5998	-12.5911	-12.9157	-12.6119	-12.5141	-12.7612	-12.9851	-12.7083	-12.3956	-12.7899	-13.219	-12.9854	-12.717	-12.7534	-12.6457	-12.5938	-13.0024	-12.9256	-12.7983	-13.2929
Gene_72	-15.6622	-15.6623	-15.6623	-15.6624	-15.6622	-15.6622	-15.6623	-15.6622	-15.6623	-15.6623	-15.6623	-15.6623	-15.6623	-15.6623	-15.6623	-15.6622	-15.6623	-15.6622	-15.6623	-15.6623
Gene_73	-17.6245	-17.4193	-17.6768	-17.2264	-17.9261	-17.8969	-17.8825	-17.6816	-17.8442	-17.946	-17.4808	-17.6054	-17.6389	-17.8905	-17.8583	-17.9355	-17.9046	-18.0447	-18.0455	-17.1468
Gene_74	-8.8213	-9.03825	-8.64381	-8.83958	-9.05536	-9.2004	-8.8282	-9.30659	-8.65323	-8.85703	-9.1922	-8.80206	-8.94214	-8.90118	-8.31432	-8.72286	-8.93884	-8.51825	-8.58564	-8.50804
Gene_75	-10.3861	-10.4138	-10.0263	-10.4847	-10.6498	-10.4891	-10.458	-10.679	-10.6111	-10.1502	-10.5156	-10.594	-10.3365	-10.5781	-10.3496	-10.7253	-10.1619	-10.2733	-10.332	-10.2187
Gene_76	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876	-19.5876
Gene_77	-10.596	-10.5613	-9.79578	-10.3903	-9.40331	-10.8352	-10.2786	-10.2273	-10.6574	-10.4692	-9.91757	-10.5116	-10.056	-10.3581	-10.0664	-10.1093	-9.99565	-10.0724	-10.4206	-10.2854
Gene_78	-9.72475	-9.58202	-9.55617	-9.76541	-9.77842	-9.95429	-10.0756	-9.73018	-9.88863	-9.59199	-9.71507	-9.75856	-9.82751	-10.2715	-9.79766	-9.84263	-9.69149	-9.58336	-9.77999	-9.33375
Gene_79	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886	-16.886
Gene_80	-9.75974	-9.43632	-9.46518	-9.50486	-9.4882	-9.62373	-9.54875	-9.53124	-9.46527	-9.3016	-9.61896	-9.42895	-9.0385	-9.5216	-9.5531	-9.64717	-9.39448	-9.86966	-9.16629	-9.23675
Gene_81	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844	-17.9844
Gene_82	-15.0131	-14.2754	-14.339	-14.9915	-15.0079	-14.8185	-14.8627	-14.3838	-14.7161	-14.938	-15.091	-14.8981	-14.8467	-14.536	-14.8794	-14.5612	-14.7568	-14.7367	-14.5379	-14.8451
Gene_83	-13.8612	-13.7867	-13.6836	-13.9903	-13.8201	-13.8576	-13.8844	-14.3313	-13.9716	-13.957	-14.16	-13.7714	-13.8288	-14.1765	-13.981	-13.8775	-13.3259	-14.0494	-13.5525	-13.8908
Gene_84	-11.7126	-12.2095	-11.6028	-12.1157	-11.9683	-11.6195	-12.1821	-12.1423	-12.244	-12.013	-11.9954	-12.1296	-12.1296	-11.8695	-11.5594	-11.656	-11.7907	-11.662	-11.546	-11.326
Gene_85	-12.2497	-11.8279	-11.9409	-12.3667	-12.2602	-12.5293	-12.2871	-12.2952	-12.3072	-11.9667	-12.1191	-12.3981	-11.6305	-12.5637	-12.1421	-11.8077	-11.795	-12.048	-11.9439	-11.798
Gene_86	-12.8443	-12.5841	-11.943	-13.0587	-12.7349	-12.7296	-12.731	-12.5061	-12.6757	-12.6733	-12.6482	-12.3792	-12.9129	-12.8741	-13.2349	-12.5102	-12.5327	-12.9385	-12.7343	-12.6501
Gene_87	-15.7105	-15.7096	-15.711	-15.7105	-15.7111	-15.7109	-15.7102	-15.711	-15.7105	-15.711	-15.7103	-15.7105	-15.7101	-15.7106	-15.7099	-15.7105	-15.71	-15.7103	-15.7102	-15.7106
Gene_88	-8.78672	-8.63631	-8.30686	-9.16621	-8.96945	-8.78083	-8.55041	-8.72746	-9.11033	-8.95993	-8.874	-8.84999	-8.67853	-8.92829	-8.41414	-8.50338	-8.5758	-8.83072	-8.66847	-8.49074
Gene_89	-11.0938	-11.397	-11.4439	-11.6039	-11.116	-11.1625	-11.1615	-11.5316	-11.5559	-11.2189	-11.6249	-11.1465	-11.3694	-11.5435	-11.3564	-11.1129	-11.4995	-11.4521	-10.5186	-11.3372
Gene_90	-14.8574	-14.8254	-14.7488	-15.1373	-14.9666	-15.0073	-15.0974	-14.8942	-15.0449	-14.8109	-15.1089	-14.9157	-15.0281	-14.5755	-14.8585	-14.6224	-14.9478	-14.5603	-14.7923	-15.109
Gene_91	-15.029	-15.0629	-14.9717	-15.0573	-15.0842	-15.0643	-15.0772	-15.0825	-15.1103	-15.087	-15.1245	-15.0857	-15.0255	-15.105	-15.0387	-15.1234	-15.0918	-15.0666	-15.1378	-15.0806
Gene_92	-9.05083	-8.74079	-9.24377	-9.23757	-9.19259	-9.32744	-9.06592	-8.76485	-9.08242	-8.91943	-9.07209	-9.1983	-9.06448	-9.40454	-9.00501	-8.79004	-8.78016	-9.30015	-8.81385	-8.1944
Gene_93	-11.4589	-10.976	-11.1195	-11.207	-11.0558	-11.5154	-11.4101	-11.5675	-11.5195	-11.4093	-11.5486	-11.8381	-11.1069	-11.7937	-11.4336	-11.0331	-11.4236	-11.5719	-11.3576	-11.444
Gene_94	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274	-16.0274
Gene_95	-14.4953	-14.585	-14.6553	-14.7833	-14.5079	-14.5016	-14.1072	-14.525	-15.0057	-14.7706	-14.667	-14.3383	-13.9284	-14.2481	-14.4115	-14.2008	-14.3827	-14.816	-14.8182	-14.2128
Gene_96	-10.2391	-10.2332	-10.3323	-9.98086	-9.79185	-9.98229	-10.2629	-10.4452	-10.1443	-10.1465	-10.5019	-10.2758	-9.99422	-10.414	-10.2199	-9.98918	-10.0965	-10.5238	-10.1521	-10.1915
Gene_97	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543	-19.2543
Gene_98	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221	-16.1221
Gene_99	-10.2526	-11.0147	-10.9647	-10.8252	-10.8477	-11.0292	-11.1306	-11.4742	-11.3765	-11.1785	-11.3978	-11.1012	-11.3621	-11.1894	-11.1426	-11.0914	-11.1684	-11.3848	-10.7987	-10.8917
Gene_100	-16.8918	-16.7726	-17.1352	-16.8156	-16.9413	-16.713	-16.8642	-16.9641	-16.9924	-16.8087	-16.8513	-16.8565	-16.5632	-16.8787	-16.4543	-16.6295	-16.9038	-17.2929	-16.1605	-16.1179
Gene_101	-8.46209	-8.54845	-8.6663	-8.56342	-8.39271	-8.18428	-8.49764	-8.16195	-8.38914	-8.56827	-8.67699	-8.22934	-8.86866	-8.38812	-8.22949	-8.37677	-8.91286	-8.52112	-8.87204	-8.01901
Gene_102	-16.719	-16.8055	-16.8374	-16.842	-16.8344	-16.8842	-16.8208	-16.8678	-16.8394	-16.899	-16.8196	-16.8788	-16.8277	-16.8824	-16.8135	-16.8374	-16.7982	-16.9033	-16.8192	-16.857
Gene_103	-17.387	-17.5977	-17.6009	-17.5349	-17.6696	-17.6596	-17.6548	-17.6743	-17.5682	-17.6766	-17.6137	-17.6534	-17.6623	-17.6574	-17.573	-17.6009	-17.6622	-17.5075	-17.6448	-17.5894
Gene_104	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116	-17.3116
Gene_105	-13.1546	-12.3286	-13.2984	-12.9525	-13.1057	-13.4832	-13.2623	-13.4679	-13.0643	-13.1927	-13.0518	-13.1723	-12.6641	-13.3594	-13.6314	-13.0449	-13.323	-13.2244	-13.059	-12.9554
Gene_106	-14.5368	-14.5607	-14.3898	-14.55	-14.5	-14.3163	-14.4015	-14.4908	-14.3521	-14.5613	-14.482	-14.3095	-14.3552	-14.588	-14.3219	-14.4447	-14.2413	-14.5734	-14.2854	-14.3541
Gene_107	-15.8504	-15.6276	-15.6451	-15.8431	-15.8006	-15.8729	-15.7823	-15.5978	-15.7093	-15.4041	-15.8771	-15.404	-15.5236	-15.5502	-15.8728	-15.7589	-15.8863	-15.7546	-15.756	-15.3562
Gene_108	-13.1084	-12.8364	-13.106	-12.9611	-13.1215	-12.9034	-12.9676	-13.0701	-12.9845	-13.0877	-13.1831	-12.9573	-12.9055	-13.1839	-13.0457	-12.7202	-12.853	-13.3122	-13.1457	-12.8525
Gene_109	-15.7213	-15.7497	-15.7359	-15.7158	-15.7575	-15.7583	-15.7629	-15.737	-15.7458	-15.7707	-15.6974	-15.77	-15.736	-15.7486	-15.7328	-15.7519	-15.7279	-15.767	-15.7517	-15.7682
Gene_110	-12.7046	-12.5119	-12.4164	-12.9611	-12.4592	-12.7064	-12.6877	-12.4849	-12.5444	-12.9054	-12.4557	-12.1725	-12.7323	-12.6382	-12.2039	-12.642	-12.5052	-12.7327	-12.6443	-12.5824
