GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6
Gene_37	-18.9398	-18.7307	-18.8065	-18.1334	-16.9728	-18.5334
Gene_38	-7.91826	-8.12884	-8.19816	-7.95801	-8.17636	-7.79752
Gene_39	-11.7574	-11.357	-11.5396	-10.8476	-11.297	-11.2398
Gene_40	-14.752	-14.8156	-14.8009	-14.7621	-14.7864	-14.7513
Gene_41	-8.74039	-8.74005	-9.31009	-8.94719	-9.05305	-8.88167
Gene_42	-16.8225	-15.9858	-18.5328	-14.9752	-16.7555	-18.2587
Gene_43	-10.1338	-10.2299	-10.3839	-10.2806	-10.0463	-10.146
Gene_44	-14.2805	-14.0921	-13.7066	-14.1362	-14.2846	-14.542
Gene_45	-7.51456	-7.74279	-7.97046	-7.70378	-7.7214	-7.56653
Gene_46	-10.4608	-10.4295	-10.701	-10.6433	-10.6159	-10.397
Gene_47	-9.66664	-9.59714	-9.60141	-9.25228	-9.1093	-9.42098
Gene_48	-12.7586	-12.8846	-12.9954	-12.735	-12.9767	-12.8281
Gene_49	-15.112	-15.1959	-15.1473	-15.1269	-14.9844	-15.1072
Gene_50	-8.44716	-8.95246	-8.48397	-8.88849	-9.14546	-8.90468
Gene_51	-8.22876	-8.42491	-8.10776	-8.32835	-8.59964	-8.55139
Gene_52	-14.9983	-14.7083	-15.2969	-14.6593	-14.456	-15.0609
Gene_53	-16.2071	-15.9867	-15.6868	-17.8688	-18.6136	-18.27
Gene_54	-10.9078	-10.7632	-10.8075	-10.598	-10.7639	-10.62
Gene_55	-12.5351	-12.2531	-12.2711	-12.3306	-12.6702	-12.5367
Gene_56	-11.6643	-11.672	-11.6313	-11.5019	-11.585	-11.6165
Gene_57	-15.618	-15.3267	-15.081	-15.4687	-15.5923	-15.0425
Gene_58	-9.18988	-9.33807	-8.93452	-9.41624	-9.26139	-8.89973
Gene_59	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297
Gene_60	-7.92643	-8.21882	-8.09222	-7.69958	-8.16919	-8.01298
Gene_61	-13.2097	-13.142	-13.132	-13.1605	-13.0258	-13.2075
Gene_62	-12.6495	-12.3361	-12.4641	-12.5171	-12.6072	-12.6174
Gene_63	-13.0695	-13.0968	-13.1315	-13.0511	-13.131	-13.0433
Gene_64	-18.8273	-18.6179	-16.8026	-18.02	-16.8754	-18.4204
Gene_65	-16.7496	-16.7496	-16.7496	-16.7496	-16.7496	-16.7496
Gene_66	-15.7977	-15.5771	-15.6571	-17.8057	-18.5518	-15.0942
Gene_67	-14.5323	-14.0792	-14.1234	-14.2203	-13.9485	-14.3343
Gene_68	-12.463	-12.463	-12.463	-12.463	-12.463	-12.463
Gene_69	-13.6111	-13.8736	-13.978	-13.8476	-13.7173	-13.8179
Gene_70	-13.4484	-13.4484	-13.4484	-13.4484	-13.4484	-13.4484
Gene_71	-10.3435	-10.3583	-10.9022	-11.0219	-11.0425	-10.3409
Gene_72	-9.28548	-9.20758	-9.33356	-9.28461	-9.33329	-9.33129
Gene_73	-12.3498	-11.8442	-12.4947	-12.1176	-12.4059	-12.1745
Gene_74	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378
Gene_75	-14.6636	-14.6433	-14.68	-14.6757	-14.8047	-14.6092
Gene_76	-9.51581	-8.97843	-9.34445	-8.98949	-9.29841	-9.48464
Gene_77	-18.9394	-18.7303	-18.8061	-16.1929	-18.8755	-18.533
Gene_78	-16.44	-16.44	-16.44	-16.44	-16.44	-16.44
Gene_79	-12.191	-12.1914	-12.1913	-12.1915	-12.1914	-12.1916
Gene_80	-11.1131	-11.4194	-11.0433	-10.8557	-11.2017	-11.0464
Gene_81	-13.5541	-13.8862	-14.0904	-13.9016	-14.1952	-13.1915
Gene_82	-12.7896	-13.2031	-12.7741	-12.938	-13.0454	-12.7137
Gene_83	-11.5553	-11.7596	-11.857	-11.7817	-11.8114	-11.2658
Gene_84	-15.4851	-15.4851	-15.4852	-15.4851	-15.4852	-15.4851
Gene_85	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378	-15.5378
Gene_86	-8.96415	-8.74578	-9.16514	-8.57828	-8.85385	-8.92743
Gene_87	-9.75424	-9.82198	-10.2345	-10.2601	-10.0457	-9.94295
Gene_88	-10.9533	-10.6534	-10.7693	-10.9241	-10.6712	-10.8518
Gene_89	-16.8477	-18.4989	-16.0893	-17.9	-16.1624	-18.3011
Gene_90	-13.3421	-12.8716	-12.9785	-13.0665	-13.2964	-12.9166
Gene_91	-11.8385	-11.4918	-11.9652	-11.5006	-11.8657	-11.5212
Gene_92	-14.4949	-14.4948	-14.4948	-14.4948	-14.4948	-14.4949
Gene_93	-10.7199	-10.6852	-11.5227	-10.6836	-10.94	-10.5688
Gene_94	-6.92607	-6.46841	-6.62359	-6.81242	-6.59435	-6.40602
Gene_95	-14.2143	-14.2143	-14.2143	-14.2143	-14.2143	-14.2143
Gene_96	-13.0197	-13.0197	-13.0198	-13.02	-13.0192	-13.0203
Gene_97	-12.5888	-12.3658	-12.2759	-12.2497	-12.5056	-12.0732
Gene_98	-13.9213	-13.9132	-13.9655	-13.8904	-13.9269	-13.8619
Gene_99	-12.0858	-12.008	-11.5315	-11.9864	-11.9106	-11.9774
Gene_100	-13.7652	-13.6595	-13.7643	-13.6218	-13.7589	-13.7115
Gene_101	-11.441	-11.4099	-11.5707	-11.451	-11.5049	-11.5466
Gene_102	-12.5726	-12.307	-12.6806	-12.2703	-12.4574	-12.3824
Gene_103	-8.59298	-8.8632	-8.60951	-8.44983	-8.64169	-8.48793
Gene_104	-9.08039	-9.51078	-9.85392	-9.52235	-9.93746	-9.72472
Gene_105	-12.8594	-12.9018	-12.776	-12.8308	-13.3725	-13.0176
Gene_106	-12.139	-12.0472	-12.1277	-11.9855	-12.3937	-12.1008
Gene_107	-10.0126	-10.3823	-10.1036	-9.64796	-10.092	-10.2084
Gene_108	-9.56818	-9.36269	-9.26758	-9.4112	-8.94109	-9.8089
Gene_110	-12.973	-13.4153	-13.0803	-13.2073	-13.1874	-13.0969
Gene_111	-14.4575	-14.4575	-14.4575	-14.4575	-14.4575	-14.4575
Gene_112	-12.0054	-11.9664	-12.0207	-11.8512	-11.8527	-11.998
Gene_113	-13.6395	-13.6396	-13.6395	-13.6394	-13.6393	-13.6392
Gene_114	-15.2598	-14.8935	-15.0364	-14.7674	-15.0047	-14.9455
Gene_115	-18.9397	-16.8204	-18.8064	-18.1333	-18.8758	-18.5333
Gene_116	-11.0364	-11.0085	-10.5464	-10.7055	-10.7211	-10.9301
Gene_117	-10.1461	-9.88209	-9.88369	-9.95617	-9.91704	-9.91545
Gene_118	-13.1208	-13.0753	-13.0703	-13.0658	-13.1326	-13.0271
Gene_119	-12.0027	-11.7704	-11.9074	-12.0145	-12.0224	-11.6453
Gene_120	-14.3415	-13.9541	-14.3563	-13.6894	-14.5153	-14.3025
Gene_121	-13.7695	-14.3931	-14.3834	-13.8084	-14.3741	-13.7623
Gene_122	-9.90564	-9.46923	-9.50509	-9.67685	-9.83462	-9.76372
Gene_123	-11.1905	-11.3118	-11.6298	-11.1539	-11.6649	-11.3072
Gene_124	-14.9147	-14.9146	-14.9147	-14.9147	-14.9147	-14.9147
Gene_125	-9.91889	-9.67844	-10.042	-9.82901	-9.67053	-10.0777
Gene_126	-8.14003	-7.94425	-8.36419	-8.17169	-8.53016	-8.23136
Gene_127	-10.9644	-10.9582	-11.2278	-11.1236	-11.3948	-11.3435
Gene_128	-10.6877	-10.4573	-10.7788	-10.3861	-11.0981	-10.7427
Gene_129	-10.697	-10.8707	-10.8608	-10.857	-10.7043	-10.7829
Gene_130	-10.4133	-10.3175	-10.3699	-10.2769	-10.3593	-10.3298
Gene_131	-13.2457	-13.5225	-13.8667	-13.402	-13.7038	-13.5381
Gene_132	-8.66746	-8.90707	-8.39336	-8.90915	-8.93364	-8.53946
Gene_133	-6.61862	-6.20077	-6.54098	-6.37808	-6.53017	-6.38453
Gene_134	-12.9612	-13.3321	-13.4175	-12.8728	-12.9375	-13.4757
Gene_135	-13.0624	-13.1118	-13.3656	-13.2309	-13.199	-12.7849
Gene_136	-17.0398	-18.7307	-18.8065	-18.1334	-18.8759	-18.5334
Gene_137	-11.0775	-10.865	-11.2755	-10.8133	-11.0015	-10.8106
Gene_138	-13.0573	-13.244	-13.0363	-12.6887	-13.0888	-12.8145
Gene_139	-12.1495	-12.0483	-12.0351	-12.0421	-12.279	-12.0511
Gene_140	-8.36542	-8.39735	-8.30246	-8.18568	-8.56796	-8.87252
Gene_141	-12.18	-12.0956	-12.2384	-12.3624	-12.1307	-12.003
Gene_143	-10.5899	-10.7064	-10.6106	-10.7336	-10.7471	-10.3345
Gene_144	-12.9571	-13.3594	-12.8689	-13.0803	-13.1053	-13.26
Gene_145	-15.85	-16.6286	-18.577	-17.9022	-16.7809	-18.3032
Gene_146	-11.3993	-11.4392	-11.5476	-11.4585	-11.894	-11.6585
Gene_147	-8.10335	-8.66233	-8.12825	-7.79113	-7.87897	-8.16071
Gene_148	-9.22436	-9.02865	-9.41362	-8.64507	-9.27601	-8.80641
Gene_149	-6.83596	-7.25364	-6.73726	-6.63251	-6.81603	-7.13426
Gene_150	-5.49188	-5.67751	-5.11131	-5.04293	-5.59475	-5.53799
Gene_151	-10.2351	-10.0151	-10.3015	-10.0064	-10.0597	-10.4116
Gene_152	-12.6982	-12.6743	-13.0197	-12.1937	-13.3597	-12.6649
Gene_153	-9.66175	-9.7074	-10.0134	-9.79427	-9.8236	-9.75939
Gene_154	-9.94769	-10.1946	-9.57703	-9.47408	-9.83251	-9.5387
Gene_155	-18.9398	-18.7307	-18.8065	-18.1334	-16.9728	-18.5334
Gene_156	-9.36879	-8.81991	-9.10707	-8.65319	-9.08577	-8.99933
Gene_157	-15.7813	-15.7813	-15.7814	-15.7813	-15.7814	-15.7813
Gene_158	-8.31352	-8.45303	-8.26055	-8.21339	-8.93215	-8.7566
Gene_159	-9.42009	-9.60273	-9.63373	-9.63272	-9.83531	-9.77972
Gene_160	-12.0216	-11.8249	-12.1332	-11.3131	-11.8101	-11.9858
Gene_161	-9.99414	-9.19133	-10.0344	-9.89779	-9.75866	-9.664
Gene_162	-15.53	-15.5837	-18.4967	-14.9527	-16.7315	-18.2224
Gene_163	-18.7106	-15.6293	-16.7081	-17.9022	-16.7809	-18.3032
Gene_164	-9.78249	-10.013	-10.0003	-9.85141	-10.0275	-9.69795
Gene_165	-10.8755	-11.0379	-10.8933	-10.7071	-10.6636	-10.554
Gene_166	-11.5354	-11.4844	-11.54	-11.5559	-11.4068	-11.5878
Gene_167	-14.2	-14.2	-14.2	-14.2	-14.2001	-14.2001
Gene_168	-13.7355	-13.7778	-13.8225	-13.807	-13.7468	-13.8157
Gene_169	-11.4996	-12.1097	-11.6875	-11.7448	-11.7631	-11.7856
Gene_170	-9.81774	-10.4047	-9.8391	-9.95099	-10.2075	-9.55405
Gene_171	-18.6791	-16.6129	-16.0753	-15.3653	-16.7653	-18.2712
Gene_172	-12.8806	-13.0039	-12.9108	-12.8571	-13.149	-13.0841
Gene_173	-11.6595	-11.852	-11.9475	-11.6709	-11.3887	-11.7023
Gene_174	-18.6956	-16.6156	-15.4217	-17.8871	-16.768	-18.2881
Gene_176	-12.6788	-12.2419	-12.4386	-12.366	-12.41	-12.2713
Gene_177	-13.1445	-13.414	-13.1854	-13.4915	-13.0657	-13.12
Gene_178	-9.91634	-9.49373	-9.95478	-9.64501	-9.22629	-9.8139
Gene_179	-9.87248	-10.0953	-10.1355	-10.1132	-9.98544	-10.2708
Gene_180	-10.2393	-10.6881	-10.3845	-10.5071	-10.5071	-10.2218
Gene_181	-11.4889	-11.4742	-11.4999	-11.4146	-11.2958	-11.3287
Gene_182	-5.79993	-5.0951	-5.26237	-5.05386	-5.00728	-5.25316
Gene_183	-11.0445	-10.9197	-10.7499	-10.9526	-10.5681	-10.6795
Gene_184	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933
Gene_185	-12.2957	-12.4035	-12.8055	-12.7349	-12.8341	-12.678
Gene_186	-7.64827	-7.49979	-7.89313	-7.39049	-7.59296	-6.94983
Gene_187	-9.80696	-9.90945	-9.94977	-9.92431	-9.58834	-9.73773
Gene_188	-10.8869	-11.2237	-10.6871	-10.8935	-10.467	-10.8669
Gene_189	-7.16171	-7.10332	-7.09766	-7.30676	-7.31205	-7.02868
Gene_190	-11.2764	-11.1339	-11.2109	-11.5213	-11.3584	-11.1183
Gene_191	-8.86536	-8.87158	-9.18611	-8.7348	-8.47464	-9.00351
Gene_192	-13.1599	-13.6462	-13.612	-13.3435	-13.4824	-13.7497
Gene_193	-11.0381	-11.0955	-10.8404	-11.0833	-10.883	-10.7612
Gene_194	-10.4025	-9.90413	-10.0382	-10.2223	-9.97108	-9.80957
Gene_195	-14.7543	-14.7543	-14.7543	-14.7543	-14.7543	-14.7543
Gene_196	-16.5829	-16.5829	-16.5829	-16.5829	-16.5829	-16.5829
Gene_197	-18.706	-15.6173	-18.5725	-17.898	-15.7705	-18.2988
Gene_198	-15.0176	-15.1394	-15.2197	-15.0939	-15.0355	-15.1775
Gene_199	-9.68501	-9.62644	-9.57365	-9.77249	-9.93444	-9.58844
Gene_200	-13.6249	-13.5778	-13.6474	-13.6279	-13.6162	-13.5971
Gene_201	-11.8004	-11.9809	-11.6835	-11.7402	-11.6292	-11.2872
Gene_202	-14.1449	-14.1449	-14.1449	-14.1449	-14.1449	-14.1449
Gene_203	-12.7922	-12.9084	-12.9151	-12.8368	-12.7919	-12.673
Gene_204	-11.2823	-11.3765	-11.2316	-11.3535	-11.4941	-11.2843
Gene_205	-14.4929	-14.6026	-14.5981	-14.5451	-14.5657	-14.5222
Gene_206	-13.1044	-13.7621	-13.3762	-12.9749	-13.2688	-13.3303
Gene_207	-12.8773	-12.9469	-13.2165	-12.5748	-12.6775	-13.2785
Gene_208	-14.634	-14.4747	-14.4635	-14.9528	-14.6007	-14.8595
Gene_209	-13.6476	-13.6104	-13.6089	-13.6079	-13.6933	-13.7106
Gene_210	-11.587	-11.694	-11.8392	-11.3923	-11.7936	-11.6946
Gene_211	-18.9398	-18.7306	-16.9	-18.1333	-18.8758	-18.5333
Gene_212	-8.3813	-8.22118	-8.05939	-8.65124	-8.70847	-8.05206
Gene_213	-6.48857	-6.3152	-6.41875	-6.47452	-6.29429	-6.41712
Gene_214	-12.8946	-12.533	-13.3606	-12.9557	-13.1123	-12.8013
Gene_215	-15.1057	-15.1057	-15.1057	-15.1057	-15.1057	-15.1057
Gene_216	-12.7865	-13.028	-13.0927	-12.8938	-13.216	-12.9356
Gene_217	-10.42	-10.7249	-10.6197	-10.4579	-10.6827	-10.5841
Gene_218	-10.7674	-10.6463	-10.684	-10.6191	-10.9025	-10.8609
Gene_219	-18.7102	-15.6293	-18.5765	-16.001	-18.6461	-16.4213
Gene_220	-11.8602	-12.0118	-11.703	-11.8098	-11.9541	-12.1836
Gene_221	-12.8781	-13.1032	-13.0576	-13.0364	-13.3266	-13.2009
Gene_222	-8.68893	-8.62648	-8.24192	-8.56746	-8.82978	-8.4652
Gene_223	-15.2169	-15.2169	-15.2169	-15.2169	-15.2169	-15.2169
Gene_224	-11.1796	-11.5039	-11.2123	-11.0592	-11.2836	-10.9066
Gene_225	-14.9745	-14.9744	-14.9746	-14.974	-14.974	-14.9746
Gene_226	-14.7061	-14.7061	-14.7061	-14.7061	-14.7061	-14.7061
Gene_227	-13.2582	-13.0508	-13.3301	-13.0529	-12.8716	-13.0096
Gene_228	-10.2435	-10.0907	-10.259	-10.2806	-10.1759	-10.0898
Gene_229	-9.95789	-9.89068	-9.17439	-9.51362	-9.65343	-9.35774
Gene_230	-16.4401	-16.44	-16.44	-16.44	-16.44	-16.44
Gene_231	-18.7253	-18.5158	-16.7105	-17.9175	-15.5082	-18.3181
Gene_232	-15.4351	-15.4351	-15.4351	-15.4351	-15.4351	-15.4351
Gene_233	-9.90833	-9.52981	-10.1271	-9.82395	-10.1397	-9.54218
Gene_234	-14.9861	-14.9057	-15.1081	-14.9862	-14.906	-14.6054
Gene_235	-8.28609	-7.8857	-7.83358	-7.99672	-8.36031	-7.84872
Gene_236	-18.9398	-18.7306	-16.9	-18.1333	-18.8758	-18.5333
Gene_237	-12.3924	-12.5854	-12.5111	-12.6659	-12.8887	-12.5659
Gene_238	-12.7317	-12.8179	-12.3513	-12.3778	-12.6794	-12.7011
Gene_239	-13.4673	-13.3114	-13.3009	-13.0981	-13.6167	-13.2986
Gene_240	-11.7867	-11.664	-12.0429	-12.1511	-12.3205	-11.8799
Gene_241	-8.22832	-8.15947	-7.95635	-8.14489	-8.11677	-8.28201
Gene_242	-14.902	-14.9577	-14.2536	-14.211	-14.9527	-15.382
Gene_243	-12.6392	-12.6199	-12.8682	-12.8898	-13.4697	-13.1287
Gene_244	-13.532	-13.5321	-13.532	-13.532	-13.532	-13.532
Gene_245	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297
Gene_246	-8.61357	-8.52924	-8.39266	-8.46721	-8.79218	-8.58902
Gene_247	-9.2437	-9.47821	-9.47712	-9.57777	-9.5695	-8.90636
Gene_248	-13.0588	-12.8125	-13.4766	-13.2922	-13.2508	-12.9335
Gene_249	-11.7357	-12.2115	-11.9204	-11.9833	-12.412	-12.159
Gene_250	-8.8991	-8.61781	-8.71415	-8.44572	-8.40819	-8.2788
Gene_251	-14.9441	-14.9441	-14.9441	-14.9441	-14.9441	-14.9441
Gene_252	-11.7883	-11.638	-12.0276	-11.8976	-11.6751	-11.8746
Gene_253	-10.4296	-10.0999	-10.2508	-9.81326	-10.2399	-10.1859
Gene_254	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297	-15.9297
Gene_255	-14.0608	-14.0439	-14.3156	-13.8714	-13.7737	-14.1839
Gene_256	-13.7721	-13.9654	-13.7887	-13.8078	-13.9029	-13.7125
Gene_257	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933	-15.5933
Gene_258	-13.0562	-13.0544	-13.056	-13.056	-13.0544	-13.0546
Gene_259	-12.3143	-12.3414	-12.3452	-12.2433	-12.0419	-12.1388
Gene_260	-15.0712	-15.0712	-15.0712	-15.0712	-15.0712	-15.0712
Gene_261	-9.19994	-9.04798	-9.11626	-9.06184	-9.19617	-8.96026
Gene_262	-11.0578	-11.1557	-11.0556	-11.0863	-10.9317	-11.1227
Gene_263	-10.4481	-10.5753	-10.774	-10.8636	-10.8558	-10.7126
Gene_264	-11.0377	-10.9177	-10.4812	-11.0233	-10.9213	-10.6572
Gene_265	-8.14007	-7.89838	-7.57256	-7.24775	-7.88417	-7.99792
Gene_266	-12.7141	-13.0725	-12.79	-13.1821	-13.3082	-12.8188
Gene_267	-13.3918	-12.8188	-12.613	-12.8595	-12.7598	-13.0884
Gene_268	-18.8268	-18.6175	-18.6934	-16.0954	-18.7628	-16.5158
Gene_269	-9.94668	-9.94622	-10.2725	-9.83733	-9.94636	-9.9432
Gene_270	-13.1006	-12.8831	-13.0148	-12.7502	-13.1011	-12.8752
Gene_271	-12.0156	-12.334	-12.2641	-11.9029	-12.4379	-12.1355
Gene_272	-11.8632	-11.7386	-11.9608	-11.4693	-12.1038	-11.7866
Gene_273	-13.1809	-13.0216	-13.1886	-12.8754	-13.1408	-12.9025
Gene_274	-8.53347	-8.43005	-8.32782	-8.44992	-8.75842	-8.43583
Gene_275	-14.1184	-14.1184	-14.1184	-14.1184	-14.1184	-14.1184
Gene_276	-15.7611	-15.7854	-15.7942	-15.7839	-15.7812	-15.7891
Gene_277	-13.2655	-13.2655	-13.2655	-13.2655	-13.2655	-13.2655
Gene_278	-15.0046	-14.8312	-15.0404	-15.0432	-15.0223	-14.9236
Gene_279	-13.3208	-13.2711	-13.2331	-13.295	-13.2251	-13.26
Gene_280	-11.534	-11.488	-11.4811	-11.2741	-11.5756	-11.4078
Gene_281	-10.8588	-11.2004	-11.0607	-10.8868	-10.9061	-11.4715
Gene_282	-9.64436	-9.76375	-9.82779	-9.76337	-9.96618	-9.53777
Gene_283	-5.29313	-5.36413	-5.1878	-5.02199	-5.08519	-4.91781
Gene_284	-16.1039	-16.1039	-16.104	-16.1039	-16.1039	-16.1039
Gene_285	-13.2265	-13.2535	-13.1989	-13.2047	-13.1591	-13.2751
Gene_286	-10.0304	-10.5364	-10.2695	-10.1757	-10.3975	-10.1678
Gene_287	-13.4812	-13.6356	-13.8849	-13.2831	-13.5506	-13.5144
Gene_288	-11.0085	-10.4061	-10.5687	-10.9873	-11.1644	-11.1003
Gene_289	-16.315	-16.315	-16.315	-16.315	-16.315	-16.315
Gene_290	-12.3732	-12.6381	-12.3595	-12.0962	-12.175	-11.9743
Gene_291	-4.92062	-5.3777	-5.37704	-5.41916	-5.5472	-5.65464
Gene_292	-13.1145	-13.5445	-13.4918	-13.2883	-13.7261	-13.5634
Gene_293	-13.1091	-13.3565	-13.7837	-13.0449	-13.2129	-12.9667
Gene_294	-9.19862	-9.08788	-9.42217	-9.56189	-9.81394	-9.61688
Gene_295	-9.54721	-9.47404	-9.73422	-9.194	-9.32817	-9.23841
Gene_296	-7.00131	-6.317	-7.23026	-6.9413	-6.73712	-6.9619
Gene_297	-7.2613	-7.67945	-7.5447	-6.95121	-7.75874	-7.615
Gene_298	-11.4374	-11.2851	-10.8747	-10.9557	-11.0033	-11.0277
Gene_299	-5.86669	-6.01092	-5.95366	-5.73306	-6.12644	-6.34055
Gene_300	-18.8272	-16.723	-16.8026	-18.02	-18.7632	-18.4204
Gene_301	-12.155	-12.5006	-12.2713	-12.1417	-12.2618	-12.5899
Gene_302	-8.5286	-8.55801	-8.27033	-8.39598	-8.26674	-8.25588
Gene_303	-12.1134	-11.6489	-11.8899	-11.8217	-11.6	-11.8491
Gene_304	-11.5462	-11.2309	-10.9653	-11.343	-11.4067	-11.1565
Gene_305	-9.91212	-9.7946	-9.82524	-9.04843	-9.6508	-9.59278
Gene_306	-11.1131	-11.4123	-11.3667	-11.4851	-11.5674	-11.3623
Gene_307	-11.694	-11.519	-11.779	-11.9654	-11.3515	-11.6826
Gene_308	-11.5561	-11.1787	-11.5157	-11.2464	-11.2013	-11.3705
Gene_309	-13.984	-13.984	-13.984	-13.984	-13.9841	-13.984
Gene_310	-13.1117	-13.2809	-13.3793	-13.3725	-13.5195	-12.9465
Gene_311	-7.93531	-7.76917	-8.07332	-8.13958	-8.1582	-7.76672
Gene_312	-15.172	-15.1962	-15.1735	-15.1954	-15.1634	-15.1844
Gene_313	-12.6282	-12.6282	-12.6282	-12.6282	-12.6282	-12.6282
Gene_314	-13.3339	-13.4554	-13.3401	-13.5341	-12.9717	-13.0228
Gene_315	-10.2875	-10.5756	-10.6516	-10.2935	-10.3787	-10.1384
Gene_316	-12.041	-12.3464	-12.0012	-12.2235	-12.0591	-12.6109
Gene_317	-10.2231	-9.94374	-10.0659	-10.1812	-10.136	-9.6871
Gene_318	-13.6551	-13.3477	-13.3187	-13.4673	-13.601	-13.3611
Gene_319	-11.0703	-11.4494	-11.0449	-10.9078	-11.0573	-11.2747
Gene_320	-15.0056	-15.0056	-15.0056	-15.0056	-15.0056	-15.0056
Gene_321	-13.8817	-14.2054	-14.4363	-14.0479	-14.2478	-14.4582
Gene_322	-10.0634	-9.91582	-10.1192	-10.0184	-10.1068	-10.0374
Gene_323	-9.06785	-8.93636	-9.24446	-9.0654	-9.32869	-9.19929
Gene_324	-5.48121	-5.61504	-5.62482	-5.80786	-5.38641	-5.63325
Gene_325	-13.2599	-14.012	-13.2835	-13.6148	-13.9866	-13.0904
Gene_326	-10.0757	-10.699	-10.983	-10.2273	-10.5136	-10.8219
Gene_327	-12.7704	-12.7704	-12.7704	-12.7704	-12.7704	-12.7704
Gene_328	-13.2564	-13.2623	-13.0431	-13.3049	-13.4781	-12.9948
Gene_329	-16.8959	-18.5665	-18.6424	-17.9684	-16.2089	-18.3689
Gene_330	-13.7008	-13.6141	-13.5152	-13.6275	-13.4887	-13.537
Gene_331	-14.0907	-14.1295	-14.0569	-14.0598	-14.0689	-14.1575
Gene_332	-11.1851	-11.0078	-11.1186	-11.1126	-11.0401	-11.2502
Gene_333	-13.0371	-12.8175	-13.1367	-12.9388	-12.9402	-12.8428
Gene_334	-11.5445	-11.7783	-11.82	-11.8587	-11.4614	-11.6666
Gene_335	-17.0398	-18.7307	-18.8065	-18.1334	-18.8759	-18.5334
Gene_336	-13.4141	-13.3125	-13.1374	-13.1672	-13.175	-13.3035
Gene_337	-14.3866	-14.3866	-14.3866	-14.3866	-14.3866	-14.3866
Gene_338	-14.0372	-14.0276	-13.8285	-13.9521	-13.9501	-13.904
Gene_339	-11.1502	-10.5314	-10.9911	-10.547	-10.3647	-10.2611
